Number,Name,Size(m),Weight(lb),Weight(kg),PokedexColor,Type1,Type2,Evolution,NormalDamage,FireDamage,WaterDamage,ElectricDamage,GrassDamage,IceDamage,FightingDamage,PoisonDamage,GroundDamage,FlyingDamage,PsychcDamage,BugDamage,RockDamage,GhostDamage,DragonDamage,DarkDamage,SteelDamage,FairyDamage
291,Ninjask,0.8,26.5,12.0, Yellow,Bug,Flying,[292],*1,*2,*1,*2,*0.25,*2,*0.25,*1,*0,*2,*1,*0.5,*4,*1,*1,*1,*1,*1
292,Shedinja,,,,,Bug,Ghost,[],*0,*2,*1,*1,*0.5,*1,*0,*0.5,*0.5,*2,*1,*0.5,*2,*2,*1,*2,*1,*1
293,Whismur,0.6,35.9,16.3, Pink,Normal,,"[294, 295]",*1,*1,*1,*1,*1,*1,*2,*1,*1,*1,*1,*1,*1,*0,*1,*1,*1,*1
294,Loudred,1.0,89.3,40.5, Blue,Normal,,[295],*1,*1,*1,*1,*1,*1,*2,*1,*1,*1,*1,*1,*1,*0,*1,*1,*1,*1
295,Exploud,1.5,185.2,84.0, Blue,Normal,,[],*1,*1,*1,*1,*1,*1,*2,*1,*1,*1,*1,*1,*1,*0,*1,*1,*1,*1
296,Makuhita,1.0,190.5,86.4, Yellow,Fighting,,[297],*1,*1,*1,*1,*1,*1,*1,*1,*1,*2,*2,*0.5,*0.5,*1,*1,*0.5,*1,*2
297,Hariyama,2.3,559.5,253.8, Brown,Fighting,,[],*1,*1,*1,*1,*1,*1,*1,*1,*1,*2,*2,*0.5,*0.5,*1,*1,*0.5,*1,*2
298,Azurill,0.2,4.4,2.0, Blue,Normal,Fairy,[],*1,*1,*1,*1,*1,*1,*1,*2,*1,*1,*1,*0.5,*1,*0,*0,*0.5,*2,*1
299,Nosepass,1.0,213.8,97.0, Gray,Rock,,[476],*0.5,*0.5,*2,*1,*2,*1,*2,*0.5,*2,*0.5,*1,*1,*1,*1,*1,*1,*2,*1
300,Skitty,0.6,24.3,11.0, Pink,Normal,,[301],*1,*1,*1,*1,*1,*1,*2,*1,*1,*1,*1,*1,*1,*0,*1,*1,*1,*1
301,Delcatty,1.1,71.9,32.6, Purple,Normal,,[],*1,*1,*1,*1,*1,*1,*2,*1,*1,*1,*1,*1,*1,*0,*1,*1,*1,*1
302,Sableye,0.5,24.3,11.0, Purple,Dark,Ghost,[],*0,*1,*1,*1,*1,*1,*0,*0.5,*1,*1,*0,*1,*1,*1,*1,*1,*1,*2
303,Mawile,0.6,25.4,11.5, Black,Steel,Fairy,[],*0.5,*2,*1,*1,*0.5,*0.5,*1,*0,*2,*0.5,*0.5,*0.25,*0.5,*1,*0,*0.5,*1,*0.5
304,Aron,0.4,132.3,60.0, Gray,Steel,Rock,"[305, 306]",*0.25,*1,*2,*1,*1,*0.5,*4,*0,*4,*0.25,*0.5,*0.5,*0.5,*1,*0.5,*1,*1,*0.5
305,Lairon,0.9,264.6,120.0, Gray,Steel,Rock,[306],*0.25,*1,*2,*1,*1,*0.5,*4,*0,*4,*0.25,*0.5,*0.5,*0.5,*1,*0.5,*1,*1,*0.5
306,Aggron,2.1,793.7,360.0, Gray,Steel,Rock,[],*0.25,*1,*2,*1,*1,*0.5,*4,*0,*4,*0.25,*0.5,*0.5,*0.5,*1,*0.5,*1,*1,*0.5
307,Meditite,0.6,24.7,11.2, Blue,Fighting,Psychic,[308],*1,*1,*1,*1,*1,*1,*0.5,*1,*1,*2,*1,*1,*0.5,*2,*1,*1,*1,*2
308,Medicham,1.3,69.4,31.5, Red,Fighting,Psychic,[],*1,*1,*1,*1,*1,*1,*0.5,*1,*1,*2,*1,*1,*0.5,*2,*1,*1,*1,*2
309,Electrike,0.6,33.5,15.2, Green,Electric,,[310],*1,*1,*1,*0.5,*1,*1,*1,*1,*2,*0.5,*1,*1,*1,*1,*1,*1,*0.5,*1
310,Manectric,1.5,88.6,40.2, Yellow,Electric,,[],*1,*1,*1,*0.5,*1,*1,*1,*1,*2,*0.5,*1,*1,*1,*1,*1,*1,*0.5,*1
311,Plusle,0.4,9.3,4.2, Yellow,Electric,,[],*1,*1,*1,*0.5,*1,*1,*1,*1,*2,*0.5,*1,*1,*1,*1,*1,*1,*0.5,*1
312,Minun,0.4,9.3,4.2, Yellow,Electric,,[],*1,*1,*1,*0.5,*1,*1,*1,*1,*2,*0.5,*1,*1,*1,*1,*1,*1,*0.5,*1
313,Volbeat,0.7,39.0,17.7, Gray,Bug,,[314],*1,*2,*1,*1,*0.5,*1,*0.5,*1,*0.5,*2,*1,*1,*2,*1,*1,*1,*1,*1
314,Illumise,0.6,39.0,17.7, Purple,Bug,,[],*1,*2,*1,*1,*0.5,*1,*0.5,*1,*0.5,*2,*1,*1,*2,*1,*1,*1,*1,*1
315,Roselia,0.3,4.4,2.0, Green,Grass,Poison,"[406, 407]",*1,*2,*0.5,*0.5,*0.25,*2,*0.5,*1,*1,*2,*2,*1,*1,*1,*1,*1,*1,*0.5
316,Gulpin,0.4,22.7,10.3, Green,Poison,,[317],*1,*1,*1,*1,*0.5,*1,*0.5,*0.5,*2,*1,*2,*0.5,*1,*1,*1,*1,*1,*0.5
317,Swalot,1.7,176.4,80.0, Purple,Poison,,[],*1,*1,*1,*1,*0.5,*1,*0.5,*0.5,*2,*1,*2,*0.5,*1,*1,*1,*1,*1,*0.5
318,Carvanha,0.8,45.9,20.8, Red,Water,Dark,[319],*1,*0.5,*0.5,*2,*2,*0.5,*2,*1,*1,*1,*0,*2,*1,*0.5,*1,*0.5,*0.5,*2
319,Sharpedo,1.8,195.8,88.8, Blue,Water,Dark,[],*1,*0.5,*0.5,*2,*2,*0.5,*2,*1,*1,*1,*0,*2,*1,*0.5,*1,*0.5,*0.5,*2
320,Wailmer,2.0,286.6,130.0, Blue,Water,,[321],*1,*0.5,*0.5,*2,*2,*0.5,*1,*1,*1,*1,*1,*1,*1,*1,*1,*1,*0.5,*1
321,Wailord,14.5,877.4,398.0, Blue,Water,,[],*1,*0.5,*0.5,*2,*2,*0.5,*1,*1,*1,*1,*1,*1,*1,*1,*1,*1,*0.5,*1
322,Numel,0.7,52.9,24.0, Yellow,Fire,Ground,[323],*1,*0.5,*4,*0,*1,*1,*1,*0.5,*2,*1,*1,*0.5,*1,*1,*1,*1,*0.5,*0.5
323,Camerupt,1.9,485.0,220.0, Red,Fire,Ground,[],*1,*0.5,*4,*0,*1,*1,*1,*0.5,*2,*1,*1,*0.5,*1,*1,*1,*1,*0.5,*0.5
324,Torkoal,0.5,177.3,80.4, Brown,Fire,,[],*1,*0.5,*2,*1,*0.5,*0.5,*1,*1,*2,*1,*1,*0.5,*2,*1,*1,*1,*0.5,*0.5
325,Spoink,0.7,67.5,30.6, Black,Psychic,,[326],*1,*1,*1,*1,*1,*1,*0.5,*1,*1,*1,*0.5,*2,*1,*2,*1,*2,*1,*1
326,Grumpig,0.9,157.6,71.5, Purple,Psychic,,[],*1,*1,*1,*1,*1,*1,*0.5,*1,*1,*1,*0.5,*2,*1,*2,*1,*2,*1,*1
327,Spinda,1.1,11.0,5.0, Brown,Normal,,[],*1,*1,*1,*1,*1,*1,*2,*1,*1,*1,*1,*1,*1,*0,*1,*1,*1,*1
328,Trapinch,0.7,33.1,15.0, Brown,Ground,,"[329, 330]",*1,*1,*2,*0,*2,*2,*1,*0.5,*1,*1,*1,*1,*0.5,*1,*1,*1,*1,*1
329,Vibrava,,,,,Ground,Dragon,[330],*1,*0.5,*1,*0,*1,*4,*1,*0.5,*1,*1,*1,*1,*0.5,*1,*2,*1,*1,*2
330,Flygon,,,,,Ground,Dragon,[],*1,*0.5,*1,*0,*1,*4,*1,*0.5,*1,*1,*1,*1,*0.5,*1,*2,*1,*1,*2
331,Cacnea,0.4,113.1,51.3, Green,Grass,,[332],*1,*2,*0.5,*0.5,*0.5,*2,*1,*2,*0.5,*2,*1,*2,*1,*1,*1,*1,*1,*1
332,Cacturne,1.3,170.6,77.4, Green,Grass,Dark,[],*1,*2,*0.5,*0.5,*0.5,*2,*2,*2,*0.5,*2,*0,*4,*1,*0.5,*1,*0.5,*1,*2
333,Swablu,0.4,2.6,1.2, Blue,Normal,Flying,[334],*1,*1,*1,*2,*0.5,*2,*1,*1,*0,*1,*1,*0.5,*2,*0,*1,*1,*1,*1
334,Altaria,1.1,45.4,20.6, Blue,Dragon,Flying,[],*1,*0.5,*0.5,*1,*0.25,*4,*0.5,*1,*0,*1,*1,*0.5,*2,*1,*2,*1,*1,*2
335,Zangoose,1.3,88.8,40.3, White,Normal,,[],*1,*1,*1,*1,*1,*1,*2,*1,*1,*1,*1,*1,*1,*0,*1,*1,*1,*1
336,Seviper,2.7,115.7,52.5, Black,Poison,,[],*1,*1,*1,*1,*0.5,*1,*0.5,*0.5,*2,*1,*2,*0.5,*1,*1,*1,*1,*1,*0.5
337,Lunatone,,,,,Rock,Psychic,[],*0.5,*0.5,*2,*1,*2,*1,*1,*0.5,*2,*0.5,*0.5,*2,*1,*2,*1,*2,*2,*1
338,Solrock,,,,,Rock,Psychic,[],*0.5,*0.5,*2,*1,*2,*1,*1,*0.5,*2,*0.5,*0.5,*2,*1,*2,*1,*2,*2,*1
339,Barboach,0.4,4.2,1.9, Gray,Water,Ground,[340],*1,*0.5,*1,*0,*4,*1,*1,*0.5,*1,*1,*1,*1,*0.5,*1,*1,*1,*0.5,*1
340,Whiscash,0.9,52.0,23.6, Blue,Water,Ground,[],*1,*0.5,*1,*0,*4,*1,*1,*0.5,*1,*1,*1,*1,*0.5,*1,*1,*1,*0.5,*1
341,Corphish,0.6,25.4,11.5, Red,Water,,[342],*1,*0.5,*0.5,*2,*2,*0.5,*1,*1,*1,*1,*1,*1,*1,*1,*1,*1,*0.5,*1
342,Crawdaunt,1.1,72.3,32.8, Red,Water,Dark,[],*1,*0.5,*0.5,*2,*2,*0.5,*2,*1,*1,*1,*0,*2,*1,*0.5,*1,*0.5,*0.5,*2
343,Baltoy,,,,,Ground,Psychic,[344],*1,*1,*2,*0,*2,*2,*0.5,*0.5,*1,*1,*0.5,*2,*0.5,*2,*1,*2,*1,*1
344,Claydol,,,,,Ground,Psychic,[],*1,*1,*2,*0,*2,*2,*0.5,*0.5,*1,*1,*0.5,*2,*0.5,*2,*1,*2,*1,*1
345,Lileep,1.0,52.5,23.8, Purple,Rock,Grass,[346],*0.5,*1,*1,*0.5,*1,*2,*2,*1,*1,*1,*1,*2,*1,*1,*1,*1,*2,*1
346,Cradily,1.5,133.2,60.4, Green,Rock,Grass,[],*0.5,*1,*1,*0.5,*1,*2,*2,*1,*1,*1,*1,*2,*1,*1,*1,*1,*2,*1
347,Anorith,0.7,27.6,12.5, Gray,Rock,Bug,[348],*0.5,*1,*2,*1,*1,*1,*1,*0.5,*1,*1,*1,*1,*2,*1,*1,*1,*2,*1
348,Armaldo,1.5,150.4,68.2, Gray,Rock,Bug,[],*0.5,*1,*2,*1,*1,*1,*1,*0.5,*1,*1,*1,*1,*2,*1,*1,*1,*2,*1
349,Feebas,0.6,16.3,7.4, Brown,Water,,,,,,,,,,,,,,,,,,,,
350,Milotic,6.2,357.1,162.0, Pink,Water,,,,,,,,,,,,,,,,,,,,
351,Castform,0.3,1.8,0.8, Gray,Normal,,[],*1,*1,*1,*1,*1,*1,*2,*1,*1,*1,*1,*1,*1,*0,*1,*1,*1,*1
352,Kecleon,1.0,48.5,22.0, Green,Normal,,[],*1,*1,*1,*1,*1,*1,*2,*1,*1,*1,*1,*1,*1,*0,*1,*1,*1,*1
353,Shuppet,0.6,5.1,2.3, Black,Ghost,,[354],*0,*1,*1,*1,*1,*1,*0,*0.5,*1,*1,*1,*0.5,*1,*2,*1,*2,*1,*1
354,Banette,1.1,27.6,12.5, Black,Ghost,,[],*0,*1,*1,*1,*1,*1,*0,*0.5,*1,*1,*1,*0.5,*1,*2,*1,*2,*1,*1
355,Duskull,0.8,33.1,15.0, Black,Ghost,,"[356, 477]",*0,*1,*1,*1,*1,*1,*0,*0.5,*1,*1,*1,*0.5,*1,*2,*1,*2,*1,*1
356,Dusclops,1.6,67.5,30.6, Black,Ghost,,[477],*0,*1,*1,*1,*1,*1,*0,*0.5,*1,*1,*1,*0.5,*1,*2,*1,*2,*1,*1
357,Tropius,2.0,220.5,100.0, Green,Grass,Flying,[],*1,*2,*0.5,*1,*0.25,*4,*0.5,*2,*0,*2,*1,*1,*2,*1,*1,*1,*1,*1
358,Chimecho,,,,,Psychic,,[433],*1,*1,*1,*1,*1,*1,*0.5,*1,*1,*1,*0.5,*2,*1,*2,*1,*2,*1,*1
359,Absol,1.2,103.6,47.0, White,Dark,,[],*1,*1,*1,*1,*1,*1,*2,*1,*1,*1,*0,*2,*1,*0.5,*1,*0.5,*1,*2
360,Wynaut,0.6,30.9,14.0, Blue,Psychic,,[],*1,*1,*1,*1,*1,*1,*0.5,*1,*1,*1,*0.5,*2,*1,*2,*1,*2,*1,*1
361,Snorunt,0.7,37.0,16.8, Gray,Ice,,"[362, 478]",*1,*2,*1,*1,*1,*0.5,*2,*1,*1,*1,*1,*1,*2,*1,*1,*1,*2,*1
362,Glalie,1.5,565.5,256.5, Gray,Ice,,[478],*1,*2,*1,*1,*1,*0.5,*2,*1,*1,*1,*1,*1,*2,*1,*1,*1,*2,*1
363,Spheal,0.8,87.1,39.5, Blue,Ice,Water,"[364, 365]",*1,*1,*0.5,*2,*2,*0.25,*2,*1,*1,*1,*1,*1,*2,*1,*1,*1,*1,*1
364,Sealeo,1.1,193.1,87.6, Blue,Ice,Water,[365],*1,*1,*0.5,*2,*2,*0.25,*2,*1,*1,*1,*1,*1,*2,*1,*1,*1,*1,*1
365,Walrein,1.4,332.0,150.6, Blue,Ice,Water,[],*1,*1,*0.5,*2,*2,*0.25,*2,*1,*1,*1,*1,*1,*2,*1,*1,*1,*1,*1
366,Clamperl,0.4,115.7,52.5, Blue,Water,,"[367, 368]",*1,*0.5,*0.5,*2,*2,*0.5,*1,*1,*1,*1,*1,*1,*1,*1,*1,*1,*0.5,*1
367,Huntail,1.7,59.5,27.0, Blue,Water,,[368],*1,*0.5,*0.5,*2,*2,*0.5,*1,*1,*1,*1,*1,*1,*1,*1,*1,*1,*0.5,*1
368,Gorebyss,1.8,49.8,22.6, Pink,Water,,[],*1,*0.5,*0.5,*2,*2,*0.5,*1,*1,*1,*1,*1,*1,*1,*1,*1,*1,*0.5,*1
369,Relicanth,1.0,51.6,23.4, Gray,Water,Rock,[],*0.5,*0.25,*1,*2,*4,*0.5,*2,*0.5,*2,*0.5,*1,*1,*1,*1,*1,*1,*1,*1
370,Luvdisc,0.6,19.2,8.7, Pink,Water,,[],*1,*0.5,*0.5,*2,*2,*0.5,*1,*1,*1,*1,*1,*1,*1,*1,*1,*1,*0.5,*1
371,Bagon,0.6,92.8,42.1, Blue,Dragon,,"[372, 373]",*1,*0.5,*0.5,*0.5,*0.5,*2,*1,*1,*1,*1,*1,*1,*1,*1,*2,*1,*1,*2
372,Shelgon,1.1,243.6,110.5, White,Dragon,,[373],*1,*0.5,*0.5,*0.5,*0.5,*2,*1,*1,*1,*1,*1,*1,*1,*1,*2,*1,*1,*2
373,Salamence,1.5,226.2,102.6, Blue,Dragon,Flying,[],*1,*0.5,*0.5,*1,*0.25,*4,*0.5,*1,*0,*1,*1,*0.5,*2,*1,*2,*1,*1,*2
374,Beldum,0.6,209.9,95.2, Blue,Steel,Psychic,"[375, 376]",*0.5,*2,*1,*1,*0.5,*0.5,*1,*0,*2,*0.5,*0.25,*1,*0.5,*2,*0.5,*2,*0.5,*0.5
375,Metang,1.2,446.4,202.5, Blue,Steel,Psychic,[376],*0.5,*2,*1,*1,*0.5,*0.5,*1,*0,*2,*0.5,*0.25,*1,*0.5,*2,*0.5,*2,*0.5,*0.5
376,Metagross,1.6,1212.5,550.0, Blue,Steel,Psychic,[],*0.5,*2,*1,*1,*0.5,*0.5,*1,*0,*2,*0.5,*0.25,*1,*0.5,*2,*0.5,*2,*0.5,*0.5
377,Regirock,1.7,507.1,230.0, Brown,Rock,,[],*0.5,*0.5,*2,*1,*2,*1,*2,*0.5,*2,*0.5,*1,*1,*1,*1,*1,*1,*2,*1
378,Regice,1.8,385.8,175.0, Blue,Ice,,[],*1,*2,*1,*1,*1,*0.5,*2,*1,*1,*1,*1,*1,*2,*1,*1,*1,*2,*1
379,Registeel,1.9,451.9,205.0, Gray,Steel,,[],*0.5,*2,*1,*1,*0.5,*0.5,*2,*0,*2,*0.5,*0.5,*0.5,*0.5,*1,*0.5,*1,*0.5,*0.5
380,Latias,,,,,Dragon,Psychic,[],*1,*0.5,*0.5,*0.5,*0.5,*2,*0.5,*1,*1,*1,*0.5,*2,*1,*2,*2,*2,*1,*2
381,Latios,,,,,Dragon,Psychic,[],*1,*0.5,*0.5,*0.5,*0.5,*2,*0.5,*1,*1,*1,*0.5,*2,*1,*2,*2,*2,*1,*2
382,Kyogre,4.5,776.0,352.0, Blue,Water,,[],*1,*0.5,*0.5,*2,*2,*0.5,*1,*1,*1,*1,*1,*1,*1,*1,*1,*1,*0.5,*1
383,Groudon,3.5,2094.4,950.0, Red,Ground,,[],*1,*1,*2,*0,*2,*2,*1,*0.5,*1,*1,*1,*1,*0.5,*1,*1,*1,*1,*1
384,Rayquaza,7.0,455.3,206.5, Green,Dragon,Flying,[],*1,*0.5,*0.5,*1,*0.25,*4,*0.5,*1,*0,*1,*1,*0.5,*2,*1,*2,*1,*1,*2
385,Jirachi,,,,,Steel,Psychic,[],*0.5,*2,*1,*1,*0.5,*0.5,*1,*0,*2,*0.5,*0.25,*1,*0.5,*2,*0.5,*2,*0.5,*0.5
386,Deoxys,,,,,Psychic,,[],*1,*1,*1,*1,*1,*1,*0.5,*1,*1,*1,*0.5,*2,*1,*2,*1,*2,*1,*1
387,Turtwig,0.4,22.5,10.2, Green,Grass,,"[388, 389]",*1,*2,*0.5,*0.5,*0.5,*2,*1,*2,*0.5,*2,*1,*2,*1,*1,*1,*1,*1,*1
388,Grotle,1.1,213.8,97.0, Green,Grass,,[389],*1,*2,*0.5,*0.5,*0.5,*2,*1,*2,*0.5,*2,*1,*2,*1,*1,*1,*1,*1,*1
389,Torterra,2.2,683.4,310.0, Green,Grass,Ground,[],*1,*2,*1,*0,*1,*4,*1,*1,*0.5,*2,*1,*2,*0.5,*1,*1,*1,*1,*1
390,Chimchar,0.5,13.7,6.2, Brown,Fire,,"[391, 392]",*1,*0.5,*2,*1,*0.5,*0.5,*1,*1,*2,*1,*1,*0.5,*2,*1,*1,*1,*0.5,*0.5
391,Monferno,0.9,48.5,22.0, Brown,Fire,Fighting,[392],*1,*0.5,*2,*1,*0.5,*0.5,*1,*1,*2,*2,*2,*0.25,*1,*1,*1,*0.5,*0.5,*1
392,Infernape,1.2,121.3,55.0, Brown,Fire,Fighting,[],*1,*0.5,*2,*1,*0.5,*0.5,*1,*1,*2,*2,*2,*0.25,*1,*1,*1,*0.5,*0.5,*1
393,Piplup,0.4,11.5,5.2, Blue,Water,,"[394, 395]",*1,*0.5,*0.5,*2,*2,*0.5,*1,*1,*1,*1,*1,*1,*1,*1,*1,*1,*0.5,*1
394,Prinplup,0.8,50.7,23.0, Blue,Water,,[395],*1,*0.5,*0.5,*2,*2,*0.5,*1,*1,*1,*1,*1,*1,*1,*1,*1,*1,*0.5,*1
395,Empoleon,1.7,186.3,84.5, Blue,Water,Steel,[],*0.5,*1,*0.5,*2,*1,*0.25,*2,*0,*2,*0.5,*0.5,*0.5,*0.5,*1,*0.5,*1,*0.25,*0.5
396,Starly,0.3,4.4,2.0, Brown,Normal,Flying,"[397, 398]",*1,*1,*1,*2,*0.5,*2,*1,*1,*0,*1,*1,*0.5,*2,*0,*1,*1,*1,*1
397,Staravia,0.6,34.2,15.5, Brown,Normal,Flying,[398],*1,*1,*1,*2,*0.5,*2,*1,*1,*0,*1,*1,*0.5,*2,*0,*1,*1,*1,*1
398,Staraptor,1.2,54.9,24.9, Brown,Normal,Flying,[],*1,*1,*1,*2,*0.5,*2,*1,*1,*0,*1,*1,*0.5,*2,*0,*1,*1,*1,*1
399,Bidoof,0.5,44.1,20.0, Brown,Normal,,[400],*1,*1,*1,*1,*1,*1,*2,*1,*1,*1,*1,*1,*1,*0,*1,*1,*1,*1
400,Bibarel,1.0,69.4,31.5, Brown,Normal,Water,[],*1,*0.5,*0.5,*2,*2,*0.5,*2,*1,*1,*1,*1,*1,*1,*0,*1,*1,*0.5,*1
401,Kricketot,0.3,4.9,2.2, Red,Bug,,[402],*1,*2,*1,*1,*0.5,*1,*0.5,*1,*0.5,*2,*1,*1,*2,*1,*1,*1,*1,*1
402,Kricketune,1.0,56.2,25.5, Red,Bug,,[],*1,*2,*1,*1,*0.5,*1,*0.5,*1,*0.5,*2,*1,*1,*2,*1,*1,*1,*1,*1
403,Shinx,0.5,20.9,9.5, Blue,Electric,,"[404, 405]",*1,*1,*1,*0.5,*1,*1,*1,*1,*2,*0.5,*1,*1,*1,*1,*1,*1,*0.5,*1
404,Luxio,0.9,67.2,30.5, Blue,Electric,,[405],*1,*1,*1,*0.5,*1,*1,*1,*1,*2,*0.5,*1,*1,*1,*1,*1,*1,*0.5,*1
405,Luxray,1.4,92.6,42.0, Blue,Electric,,[],*1,*1,*1,*0.5,*1,*1,*1,*1,*2,*0.5,*1,*1,*1,*1,*1,*1,*0.5,*1
406,Budew,0.2,2.6,1.2, Green,Grass,Poison,[407],*1,*2,*0.5,*0.5,*0.25,*2,*0.5,*1,*1,*2,*2,*1,*1,*1,*1,*1,*1,*0.5
407,Roserade,0.9,32.0,14.5, Green,Grass,Poison,[],*1,*2,*0.5,*0.5,*0.25,*2,*0.5,*1,*1,*2,*2,*1,*1,*1,*1,*1,*1,*0.5
408,Cranidos,0.9,69.4,31.5, Blue,Rock,,[409],*0.5,*0.5,*2,*1,*2,*1,*2,*0.5,*2,*0.5,*1,*1,*1,*1,*1,*1,*2,*1
409,Rampardos,1.6,226.0,102.5, Blue,Rock,,[],*0.5,*0.5,*2,*1,*2,*1,*2,*0.5,*2,*0.5,*1,*1,*1,*1,*1,*1,*2,*1
410,Shieldon,0.5,125.7,57.0, Gray,Rock,Steel,[411],*0.25,*1,*2,*1,*1,*0.5,*4,*0,*4,*0.25,*0.5,*0.5,*0.5,*1,*0.5,*1,*1,*0.5
411,Bastiodon,1.3,329.6,149.5, Gray,Rock,Steel,[],*0.25,*1,*2,*1,*1,*0.5,*4,*0,*4,*0.25,*0.5,*0.5,*0.5,*1,*0.5,*1,*1,*0.5
412,Burmy,0.2,7.5,3.4, Green,Bug,,"[413, 414]",*1,*2,*1,*1,*0.5,*1,*0.5,*1,*0.5,*2,*1,*1,*2,*1,*1,*1,*1,*1
413,Wormadam,0.5,14.3,6.5, Green,Bug,Grass,[414],*1,*4,*0.5,*0.5,*0.25,*2,*0.5,*2,*0.25,*4,*1,*2,*2,*1,*1,*1,*1,*1
414,Mothim,0.9,51.4,23.3, Yellow,Bug,Flying,[],*1,*2,*1,*2,*0.25,*2,*0.25,*1,*0,*2,*1,*0.5,*4,*1,*1,*1,*1,*1
415,Combee,0.3,12.1,5.5, Yellow,Bug,Flying,[416],*1,*2,*1,*2,*0.25,*2,*0.25,*1,*0,*2,*1,*0.5,*4,*1,*1,*1,*1,*1
416,Vespiquen,1.2,84.9,38.5, Yellow,Bug,Flying,[],*1,*2,*1,*2,*0.25,*2,*0.25,*1,*0,*2,*1,*0.5,*4,*1,*1,*1,*1,*1
417,Pachirisu,0.4,8.6,3.9, White,Electric,,[],*1,*1,*1,*0.5,*1,*1,*1,*1,*2,*0.5,*1,*1,*1,*1,*1,*1,*0.5,*1
418,Buizel,0.7,65.0,29.5, Brown,Water,,[419],*1,*0.5,*0.5,*2,*2,*0.5,*1,*1,*1,*1,*1,*1,*1,*1,*1,*1,*0.5,*1
419,Floatzel,1.1,73.9,33.5, Brown,Water,,[],*1,*0.5,*0.5,*2,*2,*0.5,*1,*1,*1,*1,*1,*1,*1,*1,*1,*1,*0.5,*1
420,Cherubi,,,,,Grass,,[421],*1,*2,*0.5,*0.5,*0.5,*2,*1,*2,*0.5,*2,*1,*2,*1,*1,*1,*1,*1,*1
421,Cherrim,,,,,Grass,,[],*1,*2,*0.5,*0.5,*0.5,*2,*1,*2,*0.5,*2,*1,*2,*1,*1,*1,*1,*1,*1
422,Shellos,0.3,13.9,6.3, Purple,Water,,[423],*1,*0.5,*0.5,*2,*2,*0.5,*1,*1,*1,*1,*1,*1,*1,*1,*1,*1,*0.5,*1
423,Gastrodon,0.9,65.9,29.9, Purple,Water,Ground,[],*1,*0.5,*1,*0,*4,*1,*1,*0.5,*1,*1,*1,*1,*0.5,*1,*1,*1,*0.5,*1
424,Ambipom,1.2,44.8,20.3, Purple,Normal,,[],*1,*1,*1,*1,*1,*1,*2,*1,*1,*1,*1,*1,*1,*0,*1,*1,*1,*1
425,Drifloon,0.4,2.6,1.2, Purple,Ghost,Flying,[426],*0,*1,*1,*2,*0.5,*2,*0,*0.5,*0,*1,*1,*0.25,*2,*2,*1,*2,*1,*1
426,Drifblim,1.2,33.1,15.0, Purple,Ghost,Flying,[],*0,*1,*1,*2,*0.5,*2,*0,*0.5,*0,*1,*1,*0.25,*2,*2,*1,*2,*1,*1
427,Buneary,0.4,12.1,5.5, Brown,Normal,,[428],*1,*1,*1,*1,*1,*1,*2,*1,*1,*1,*1,*1,*1,*0,*1,*1,*1,*1
428,Lopunny,1.2,73.4,33.3, Brown,Normal,,[],*1,*1,*1,*1,*1,*1,*2,*1,*1,*1,*1,*1,*1,*0,*1,*1,*1,*1
429,Mismagius,,,,,Ghost,,[],*0,*1,*1,*1,*1,*1,*0,*0.5,*1,*1,*1,*0.5,*1,*2,*1,*2,*1,*1
430,Honchkrow,0.9,60.2,27.3, Black,Dark,Flying,[],*1,*1,*1,*2,*0.5,*2,*1,*1,*0,*1,*0,*1,*2,*0.5,*1,*0.5,*1,*2
431,Glameow,0.5,8.6,3.9, Gray,Normal,,[432],*1,*1,*1,*1,*1,*1,*2,*1,*1,*1,*1,*1,*1,*0,*1,*1,*1,*1
432,Purugly,1.0,96.6,43.8, Gray,Normal,,[],*1,*1,*1,*1,*1,*1,*2,*1,*1,*1,*1,*1,*1,*0,*1,*1,*1,*1
433,Chingling,,,,,Psychic,,[],*1,*1,*1,*1,*1,*1,*0.5,*1,*1,*1,*0.5,*2,*1,*2,*1,*2,*1,*1
434,Stunky,0.4,42.3,19.2, Purple,Poison,Dark,[435],*1,*1,*1,*1,*0.5,*1,*1,*0.5,*2,*1,*0,*1,*1,*0.5,*1,*0.5,*1,*1
435,Skuntank,1.0,83.8,38.0, Purple,Poison,Dark,[],*1,*1,*1,*1,*0.5,*1,*1,*0.5,*2,*1,*0,*1,*1,*0.5,*1,*0.5,*1,*1
436,Bronzor,0.5,133.4,60.5, Green,Steel,Psychic,[437],*0.5,*2,*1,*1,*0.5,*0.5,*1,*0,*2,*0.5,*0.25,*1,*0.5,*2,*0.5,*2,*0.5,*0.5
437,Bronzong,1.3,412.3,187.0, Green,Steel,Psychic,[],*0.5,*2,*1,*1,*0.5,*0.5,*1,*0,*2,*0.5,*0.25,*1,*0.5,*2,*0.5,*2,*0.5,*0.5
438,Bonsly,0.5,33.1,15.0, Brown,Rock,,[],*0.5,*0.5,*2,*1,*2,*1,*2,*0.5,*2,*0.5,*1,*1,*1,*1,*1,*1,*2,*1
439,Mime Jr.,0.6,28.7,13.0, Pink,Psychic,Fairy,[866],*1,*1,*1,*1,*1,*1,*0.25,*2,*1,*1,*0.5,*1,*1,*2,*0,*1,*2,*1
440,Happiny,0.6,53.8,24.4, Pink,Normal,,[],*1,*1,*1,*1,*1,*1,*2,*1,*1,*1,*1,*1,*1,*0,*1,*1,*1,*1
